시리얼번호|온도차이|온도비율차이|공|과|구|답|대|도|묘|사|산공|산과|산구|산답|산대|산도|산묘|산사|산수|산임|산전|산제|산종|산차|산천|산철|산학|수|원|유|임|잡|장|전|제|종|주|차|창|천|철|체|학|전체면적|비율_건축면적|비율_지상연면적|건축년한_비율|높이_비율|지상층수_비율|건축년한|높이|지상층수|강파이프구조|경량철골구조|공업화박판강구조(PEB)|기타강구조|기타구조|기타조적구조|기타철골철근콘크리트구조|기타콘크리트구조|벽돌구조|블록구조|석구조|스틸하우스조|시멘트블럭조|일반목구조|일반철골구조|조립식판넬조|조적구조|철골철근콘크리트구조|철골철근콘크리트합성구조|철골콘크리트구조|철근콘크리트구조|통나무구조|프리케스트콘크리트구조|공공용시설|공동주택|공장|관광휴게시설|교육연구및복지시설|교육연구시설|교정및군사시설|근린생활시설|노유자시설|단독주택|동.식물관련시설|묘지관련시설|문화및집회시설|발전시설|방송통신시설|분뇨.쓰레기처리시설|수련시설|숙박시설|업무시설|운동시설|운수시설|위락시설|위험물저장및처리시설|의료시설|자동차관련시설|자원순환관련시설|장례시설|제1종근린생활시설|제2종근린생활시설|종교시설|창고시설|판매및영업시설|판매시설|(철근)콘크리트|기와|기타지붕|슬레이트
V02Q1940349|1.1349603174603156|1.0350501836501247|0.0|0.0|0.0|0.0|0.8055062870902454|0.16161124756075698|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00742102734018797|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|9.022499318612032e-05|0.0|0.0001719304442212856|0.0|5.944209884605524e-05|0.0|0.02513984047255611|0.0|0.0|0.0|0.0|0.0|125492.77756969832|41731.41054174872|179507.88622309463|4902461.041075852|3421117.6247155126|1955260.5164450763|27.310560801674264|19.058313797220613|10.892337699386946|0.0|85.84999999999997|0.0|0.0|0.0|0.0|0.0|0.0|20533.75965259686|1133.639361394677|0.0|0.0|0.0|1231.108546046066|135.1|0.0|0.0|5171.943621722057|0.0|0.0|151216.48504133496|0.0|0.0|0.0|104068.88970659567|0.0|0.0|0.0|1313.29|0.0|0.0|1603.63|23008.569968002797|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6737.669999999999|13595.268265050563|0.0|0.0|94.84000000000002|0.0|0.0|0.0|0.0|0.0|17659.719488708186|10141.568738777481|723.3200559599145|0.0|0.0|561.12|37327.06660249868|2452.6079074407435|1726.0360318093044|225.70000000000002
V02Q1940350|0.5081746031746015|1.0162160773157016|0.11843519019229082|0.0|0.0|0.0|0.37371964241628053|0.13465053445048936|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0029261423832793133|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.37026849055766|125461.9528468879|14199.759878802473|93189.60351212768|3220516.635830923|151201.75717535138|1085552.5695062366|34.55875456548976|1.6225174426852669|11.648859192377216|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|58.368255913548694|0.0|0.0|1270.5553307048017|0.0|0.0|91860.67992550934|0.0|0.0|0.0|65690.85803131474|0.0|0.0|0.0|20243.716277856307|0.0|0.0|2627.6351815362964|0.0|0.0|0.0|724.5040832291334|0.0|0.0|0.0|0.0|0.0|0.0|1098.6199436321747|0.0|0.0|0.0|0.0|0.0|0.0|0.0|284.0983478609198|753.6152508660157|0.0|0.0|0.0|1766.5563958320924|12750.767925748627|0.0|1448.9919530538461|0.0
V02Q1940351|0.4546031746031725|1.0141241543403556|0.0|0.0|0.00046923357886496166|0.0|0.7377845907097564|0.14436386331830356|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.004359640974379358|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00908882788249938|0.0|0.0|0.0018873123013767228|0.0|0.04096131815844246|0.0|0.0|0.0|0.06108521307637714|0.0|0.0|0.0|125935.24865471407|26736.072437268627|99959.95542440144|2642754.644650851|1045205.3674401786|365348.7186555666|26.4381334848587|10.45624083166639|3.6549507960902967|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|23366.3259157355|1008.5336949939622|99.17000000000003|0.0|0.0|6101.224476447473|1728.0226373156017|0.0|0.0|0.0|0.0|3747.61|63909.068699908916|0.0|0.0|0.0|33079.93569579104|0.0|0.0|5536.069149392742|1876.8163502092452|0.0|0.0|2088.8381328954956|31292.42318212759|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3315.27|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6706.444556383698|8783.648357601636|7280.510000000002|0.0|0.0|0.0|23589.502178773342|432.37771513618526|2466.482543359099|247.70999999999998
V02Q1940352|-0.20134920634920814|0.9935729308389826|0.0020151221151213207|0.0|0.0|0.0|0.8158791155951345|0.09444612568313558|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.08765963660660867|125461.91900882577|10494.718346703605|119168.78459672359|151965.96432512882|7658485.231196849|2562459.181939887|1.2752161972566343|64.2658667461765|21.502771809005583|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|18.47587468639701|0.0|0.0|0.0|0.0|0.0|0.0|119150.3087220372|0.0|0.0|0.0|109267.1307141823|0.0|0.0|0.0|8915.714800680526|0.0|0.0|0.0|18.47587468639701|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|833.3134293867414|134.14977778761914|0.0|0.0|0.0|0.0|10473.296325826006|0.0|21.42202087760009|0.0
V02Q1940353|-1.5287301587301607|0.9501735795772743|0.010603948720281111|0.0|0.0|0.02077110580129093|0.31777719375028457|0.12876886137730423|0.0010272161895024644|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3806947871549297|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.003357723255364673|0.0|0.0008677327499950301|0.0|0.018416563770672714|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.11771486723037455|125461.9322728584|12031.88996487544|69468.30388116266|2299150.1247464023|257081.3502663184|745061.9518739936|33.09639067450804|3.7006999725529464|10.725207184395185|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4316.841519511244|0.0|0.0|0.0|0.0|0.0|1715.3000000000002|0.0|0.0|0.0|0.0|0.0|63436.162361651426|0.0|0.0|0.0|45276.31179192485|0.0|0.0|0.0|9852.85|0.0|0.0|114.19400589140871|7738.687006808547|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4034.62|2384.141076537863|0.0|67.5|0.0|0.0|11562.92450510718|0.0|468.96545976826025|0.0
V02Q1940354|0.7438888888888877|1.0245645166503683|0.0|0.0|0.0|0.0003575063237372135|0.7957141192055536|0.20052309790039624|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0007445895208912528|0.0|0.0|0.0|0.0012870317430812574|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0007545732285950483|0.0|0.0|0.00033913856725469727|0.0|0.0|0.00027994351049076674|0.0|0.0|0.0|0.0|0.0|0.0|125389.66452670061|45999.86426457237|145958.18652049123|3183896.1028652205|2735925.840647215|987434.5925843127|21.813754875737853|18.744586417995233|6.765188141370102|0.0|261.22|0.0|0.0|0.0|16.52265289145803|0.0|0.0|38001.512449579415|300.53999999999996|0.0|0.0|0.0|374.4799999999999|31.863570328342647|0.0|0.0|0.0|0.0|0.0|106972.04784769203|0.0|0.0|0.0|74312.07338821291|0.0|0.0|0.0|0.0|0.0|0.0|0.0|57742.78354169664|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2944.8728100118087|0.0|0.0|0.0|2.6442690759466823|0.0|0.0|0.0|0.0|6413.076231083084|3495.2962804108483|1047.44|0.0|0.0|0.0|40928.35809040204|693.87|3988.5561741703264|389.0799999999999
V02Q1940355|-0.3239682539682559|0.9901927563100718|0.2751721143091635|0.0|0.0|0.0|0.48963018915538925|0.18128451630106168|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.05391318023438559|125461.94038877984|23225.96433483066|139818.81377696447|1322686.7476684798|7755639.338520982|2518378.5722704427|9.460005502395386|55.46921139591834|18.011728924318426|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|17524.766147358798|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|122294.04762960569|0.0|0.0|0.0|104851.59166711412|0.0|119.18117391745288|0.0|3446.1105499754394|0.0|0.0|99.54|20599.381336576396|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4588.501332298557|5994.082844539656|120.42487254286064|0.0|0.0|0.0|21880.11445258687|81.99999999999999|1263.100903672376|0.748978571414049
V02Q1940356|0.43972222222222046|1.0135062030653423|0.036949427072952866|0.0|0.0|0.0|0.5513558815989296|0.13102360621764536|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.26129687989536166|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.018901123316415892|0.0|0.0|0.0|0.0|0.0|0.0|0.00047308189869464955|125461.87611632791|24121.98508891189|95085.72461819198|1883447.4368035698|2270034.1420815573|880308.6750371371|19.80788855915418|23.87355358753032|9.258052968223527|0.0|548.4499999999999|0.0|0.0|0.0|0.0|0.0|0.0|27779.852860800893|197.42365150855116|0.0|0.0|0.0|32.06999999999999|0.0|0.0|0.0|0.0|0.0|0.0|66527.92810588253|0.0|0.0|0.0|68781.65100482892|0.0|0.0|0.0|38.304364145202385|0.0|0.0|423.0035837481836|19644.592780828585|0.0|0.18348617690311972|0.0|0.0|0.0|0.0|0.0|0.0|1444.73|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1158.2120065675017|1489.3173918966836|2105.7299999999996|0.0|0.0|0.0|22737.51070708362|556.8836515085512|827.590730319716|0.0
V02Q1940357|0.38257936507936335|1.0114733941967569|0.01055980477532208|0.0|0.010715669030318509|0.0|0.5275723545796329|0.09767778696480385|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.004704340395707512|0.0|0.0|0.003601765900947632|0.0|0.011020238824970125|0.0|0.0|0.0|0.0|0.0|0.0|0.3341480395282973|125463.17888155524|21071.13602431366|89110.06343111907|1175767.6035482576|3121392.4580833595|1084662.7975836105|13.19455466954202|35.028506746560176|12.172169515085587|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|14649.765608924303|351.92|0.0|0.0|0.0|1632.7931281470667|0.0|0.0|0.0|0.0|0.0|0.0|72475.5846940477|0.0|0.0|0.0|54546.221541712235|0.0|0.0|0.0|13781.294163430086|0.0|0.0|0.0|16527.730138798914|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2285.6515675435066|1969.1660196343305|0.0|0.0|0.0|0.0|14829.509803837616|2589.771246788838|3651.8549736872037|0.0
V02Q1940358|-1.3989682539682562|0.9547849110292435|0.0|0.0|0.0|0.0972886396563615|0.1774142800085104|0.18435804141677628|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.23283138341352744|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.07702589096683812|0.0|0.14150844844475807|0.0|0.0|0.00771535177563969|0.039997596242042195|0.0|0.041860368075546224|0.0|0.0|0.0|125446.4688858578|13357.124651832235|74290.44565183224|373169.2551494049|3777713.7105255094|1060859.2156518323|5.023112351462942|50.85059966163144|14.279887626783514|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5276.853000000001|0.0|0.0|69013.59265183224|0.0|0.0|0.0|33911.367|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|11949.531|0.0|0.0|0.0|0.0|0.0|11728.630000000001|0.0|0.0|11097.510651832235|3416.127|2187.28|0.0|0.0|0.0|13128.314651832236|0.0|228.80999999999997|0.0
V02Q1940359|-0.16027777777777938|0.9952885327892809|0.0|0.0|0.0|0.0|0.5923644599043719|0.13904291379375788|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.018411910785825953|0.0|0.0|0.0|0.20701004994232178|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.002611427286433573|0.0|0.0|0.00017304616979078283|0.0|0.03424523095715862|0.0|0.006104820802788285|0.0|3.614035755141443e-05|0.0|0.0|0.0|125461.94478932733|19352.478419007184|128051.73864592364|4023879.4651586306|774210.6407059246|1201815.062558568|31.423856541964458|6.046076756885726|9.38538652631427|0.0|63.42056356257513|0.0|0.0|0.0|0.0|0.0|0.0|3967.663978495337|0.0|0.0|0.0|0.0|0.0|360.09000000000003|0.0|0.0|3240.0408875083785|0.0|0.0|120420.52321635735|0.0|0.0|0.0|97889.1886262976|0.0|0.0|0.0|3596.0199999999995|0.0|0.0|1051.1531920887865|3900.4218302988315|0.0|0.0|7781.000000000002|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3917.36854368867|2031.2292592399428|5066.8871943098175|0.0|0.0|2818.47|17952.41430233112|0.0|1304.381299238863|95.68281743720341
V02Q1940360|-0.34480158730158894|0.9886844975636073|0.226003983383065|0.0|0.0|0.0|0.33370659986180146|0.11413449128305173|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.005258886304284424|0.0|0.0|0.0|0.0|0.0|0.0|0.3208960391677974|125461.93268003679|10801.202262077853|70089.38817773991|1833190.4257947686|201243.32822685456|1018538.3954573054|26.15503535493811|2.8712381925281036|14.531991531647995|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|48.07576146383295|0.0|0.0|1046.5091692312603|0.0|0.0|68994.80324704481|0.0|0.0|0.0|45572.827624351674|0.0|0.0|0.0|19090.89547475754|0.0|0.0|1088.55|0.0|0.0|0.0|596.7470663589186|0.0|0.0|0.0|0.0|0.0|995.15|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1000.9131598827689|620.7248523890053|1123.58|0.0|0.0|0.0|7150.3014837382025|0.0|3650.9007783396523|0.0
V02Q1940361|-0.7953968253968271|0.9747205332428117|0.02548510332310651|0.0|0.015453933280537136|0.0|0.7252379512679411|0.05007902296957359|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.08501529138163427|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00820188898717047|0.0|0.0|0.00021961367440881928|0.0|0.07744947422041006|0.0|0.0023603160208244705|0.0|0.0028965514298844204|0.0|0.0|0.00760085344450915|125461.88470907263|220540.63296055992|191779.82331380752|3215100.3531525047|4131809.4494057326|2912309.8349748054|16.76453913450356|21.5445471687858|15.185694640094752|0.0|64.08000000000001|0.0|0.0|88.64999999999999|0.0|0.0|0.0|6734.193148171654|161.0205988294124|0.0|0.0|0.0|575.81|300.0|0.0|0.0|9.123799006532138|0.0|166.89999999999998|183680.0457677999|0.0|0.0|0.0|183791.854576632|0.0|0.0|0.0|0.0|0.0|0.0|110.05|3539.021885335625|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|77.15334736416239|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1104.1924407868753|628.1239017123496|1853.0733016607228|0.0|0.0|676.3538603157684|214631.2829605599|4561.34|1348.01|0.0
V02Q1940362|0.07841269841269684|1.0035046339403548|0.0|0.0|0.024708668222836332|0.0|0.5465195914132479|0.29905523910059423|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.01891973582770184|0.0|0.0|0.0|0.1103977766356791|0.0|0.0|0.0003989887999404501|125461.8157417048|23812.325077778914|202894.65111222022|5032666.054562018|5639772.513828963|2622613.8666356094|24.804330853347487|27.796555911716112|12.925988202542866|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1869.9771195302717|470.47616616830396|0.0|0.0|0.0|452.98988566265893|0.0|0.0|0.0|730.5934371924383|0.0|2722.6800000000003|196647.93450366653|0.0|0.0|0.0|161642.26498385583|0.0|0.0|0.0|3122.9080701680114|0.0|0.0|0.0|1881.5998856626588|0.0|0.0|0.0|0.0|3189.023340836579|0.0|0.0|0.0|1418.3794854880355|0.0|0.0|0.0|0.0|0.0|7420.2099999999955|0.0|0.0|11937.934750164186|7242.339969241208|5039.990626803729|0.0|0.0|0.0|22365.156297984646|55.7|1391.468779794267|0.0
V02Q1940363|0.21472222222222034|1.0065895486015293|0.0|0.0|0.002739865947760398|0.00037793652231092926|0.5743637715786544|0.22439416297095405|0.0|0.0|0.0|0.0|0.0|0.0|0.0010976125555731563|0.0030152269112224913|0.0|0.0|0.0|0.15137752522326936|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.008829176153542194|0.0032585485881745156|0.0|0.0016706630943282017|0.0|0.0|0.00263414000740337|0.0|0.0|0.02624137044680688|0.0|0.0|0.0|125205.59035945352|20647.831983054693|71796.72219953626|1452862.0806686103|1428268.5788100814|438131.8686035436|20.235771719923928|19.89322820115187|6.1023937469721075|0.0|367.4|0.0|0.0|0.0|0.0|0.0|0.0|720.1100000000001|0.0|0.0|0.0|0.0|0.0|112.31|0.0|0.0|144.04157172761904|0.0|0.0|70452.86062780864|0.0|0.0|0.0|48825.347291261496|0.0|0.0|0.0|1548.257182447314|0.0|0.0|2654.498049831317|2383.23|0.0|0.0|1301.1483429088985|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4188.4313330872355|0.0|0.0|0.0|5469.170000000002|5426.64|0.0|0.0|0.0|0.0|20204.658470840994|75.05000000000001|222.31617977180895|145.8073324418889
V02Q1940364|0.12067460317460142|1.0044576488507968|0.0278971365328385|0.0|0.0|0.0|0.6202320103117152|0.2948994144936549|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.02904651725623599|0.0|0.027924921405555504|0.0|0.0|0.0|0.0|0.0|125461.82637181139|24825.42997914806|194344.55292620705|5224951.137741546|3917890.506787346|2413960.914716822|26.88498884620383|20.159507677454567|12.421037165026215|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3138.6|0.0|0.0|37649.66|0.0|0.0|153556.29292620704|0.0|0.0|0.0|102905.50733408658|0.0|0.0|0.0|6924.790497046246|0.0|0.0|0.0|0.0|0.0|0.0|5680.56|0.0|0.0|0.0|0.0|0.0|37469.62000000001|3479.207757673995|0.0|0.0|0.0|0.0|7673.669999999998|0.0|0.0|795.51|21907.48595243863|6062.59|0.0|0.0|1445.6113849616054|20891.355617627734|0.0|3934.0743615203273|0.0
V02Q1940367|1.0051984126984115|1.031695034962149|0.01533685693128563|0.0|0.0|0.0002977220278356637|0.562759324694845|0.17648889571202284|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.16716304712340246|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.02244408607108711|0.0|0.0|0.0|0.0|0.0|0.0|0.05551006743952123|125711.72270150355|21747.977871741998|119900.95992224324|898420.2688070976|5312718.269532236|1863991.8851022148|7.493019817270274|44.309222152829946|15.546096430846164|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|460.04337979733543|0.0|0.0|0.0|0.0|121.51000000000002|0.0|0.0|0.0|2787.44|0.0|0.0|116531.96654244591|0.0|0.0|0.0|95342.83807891974|0.0|0.0|0.0|7125.535966109353|0.0|0.0|0.0|1261.579620521678|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2411.7199999999993|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4307.421174701416|5417.815081991056|4034.05|0.0|0.0|0.0|21267.799116335664|68.99000000000001|384.9287554063335|26.26000000000001
V02Q1940369|0.2665079365079349|1.0091801305194952|0.007895804505755263|0.0|0.0|0.0|0.7849319071409852|0.20717228835325951|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|125461.80636746179|49390.854405389815|138709.76586786643|3399908.4164787033|1461490.6000788608|563920.1645481754|24.510952024224615|10.536320863457174|4.065468361365127|0.0|227.9464445253961|0.0|0.0|0.0|12.249999999999996|0.0|0.0|43182.72819422137|36.23|0.0|0.0|0.0|75.04|0.0|0.0|0.0|0.0|0.0|0.0|95175.57122911965|0.0|0.0|0.0|46765.09129452086|866.0600000000002|0.0|0.0|0.0|0.0|0.0|710.4200000000001|57287.332098610284|0.0|0.0|0.0|0.0|0.0|0.0|0.0|346.43751597972926|2083.9299999999994|0.0|0.0|0.0|0.0|0.0|0.3110358266887408|0.0|0.0|14476.517561743987|15257.1863028331|573.0300583517627|12.249999999999996|0.0|331.2|45713.594559711666|1889.5195837871518|1787.7402618909955|0.0
V02Q1940370|-0.4584920634920652|0.9850253615278207|0.007713648791945651|0.0|0.007785694399457169|0.0|0.5371890861749674|0.12761817302889733|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.01797262113074763|0.0|0.0|0.0|0.25697447788393946|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.022076969232269004|0.0|0.0|0.00011482570638780553|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.022554503651388492|125461.8887398497|22724.710636957327|101039.58869737011|1838716.2494954122|2006423.1643803902|844861.2128229298|18.19797836868343|19.857792279716733|8.361684996100148|0.0|911.55|0.0|0.0|0.0|0.0|0.0|0.0|12168.438699245857|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|87959.59999812425|0.0|0.0|0.0|86093.7108158226|0.0|0.0|0.0|3272.2842326315285|0.0|0.0|339.79|3039.8681650017083|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1795.6200000000001|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3746.2859054469004|2752.02957846736|0.0|0.0|0.0|0.0|21982.026208642186|87.09713187112183|655.5872964440186|0.0
V02Q1940371|0.44269841269841104|1.0136583258526453|0.013823801683559327|0.0|0.042077584274002613|0.0016961755615136098|0.5113592947764656|0.2993357766508721|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.014043929370814626|0.0|0.0|0.0004258126406589414|0.00015649157817137688|0.0|0.003585715254215584|0.0|0.040431930301660896|0.007828111611682313|0.0|0.0|0.0|0.0|0.0|0.06523537629638301|125460.80909834894|26600.99187246318|114341.4598455754|2603721.458274757|2238653.263188337|866094.9440156225|22.771455443994068|19.57866609549821|7.574636052271264|186.73999999999998|289.85|0.0|0.0|0.0|0.0|0.0|0.0|9193.97260066798|46.60999999999999|0.0|0.0|0.0|26.45|3214.0159659267388|0.0|0.0|0.0|0.0|0.0|101383.82127898069|0.0|0.0|0.0|62220.0598734043|0.0|0.0|0.0|9663.118513820793|0.0|0.0|698.5100000000001|18841.531052922834|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1105.8|996.0722706644091|0.0|0.0|0.0|751.9399999999999|0.0|0.0|0.0|0.0|4256.512383502135|12840.33575126093|2967.58|0.0|0.0|0.0|25774.65530449016|163.66324139262514|662.6733265803947|0.0
V02Q1940372|0.0016269841269826685|0.9997755394646387|0.01004690872054862|0.0|0.0|0.0|0.6064809684741687|0.24475125217954358|2.823954435312762e-05|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.013730696572809013|0.0|0.0|0.1081476428281797|0.0|0.0|0.006040251650535953|0.0|0.0|0.0|0.0|0.0|0.010774040029861322|125461.92167182761|34723.476668261435|192513.26324818528|3932471.695032045|8802159.531641899|3187240.075631863|20.427016968500293|45.72235379073224|16.555950597143635|0.0|109.37|0.0|0.0|393.3600000000001|0.0|0.0|0.0|6396.57934091912|0.0|0.0|0.0|0.0|300.3745499096967|114.07705214138115|0.0|0.0|190.9302168993158|0.0|0.0|185008.57208831576|0.0|0.0|0.0|135166.40825302593|0.0|0.0|0.0|2483.767172977411|0.0|0.0|2884.499770787023|14225.4959259415|0.0|0.0|0.0|0.0|0.0|0.0|0.0|553.3473470820475|17.77893066954345|0.0|0.0|0.0|114.07705214138115|0.0|6660.789167114812|0.0|0.0|11984.877069621545|17909.84966449734|505.3728943267488|7.000000000000002|0.0|0.0|29618.394635212746|0.3629075154164901|5104.719125533271|0.0
V02Q1940373|0.37186507936507746|1.011935198515837|0.0|0.0|0.009847623881343543|0.0|0.6565222127337055|0.28216309951324337|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.001762612011143896|0.0056750254967285725|0.005360139981508653|0.008024903338999703|0.00038785305847664477|0.0|0.0|0.0|0.0|0.030256529984850056|125461.94732596616|28724.226917271677|115354.32126795327|1747651.8436262575|2688380.0661578495|863043.366022016|15.150293672715447|23.305412719763552|7.481673478163659|0.0|213.00319737121413|0.0|0.0|0.0|0.0|0.0|0.0|3840.163696929379|115.67072814544527|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2542.4999999999995|108642.98364550724|0.0|0.0|0.0|55422.649558360274|0.0|0.0|715.3499999999999|5260.362340303791|0.0|1315.318783173055|4138.453365793044|4547.5350853248|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3004.892173875756|15778.159999999998|0.0|0.0|2451.88|0.0|0.0|50.92|0.0|0.0|3710.3207281454456|16177.146035605894|2781.333197371213|0.0|0.0|0.0|24906.914860800098|82.35000000000001|3734.9620564715774|0.0
