시리얼번호|온도차이|온도비율차이|공|과|구|답|대|도|묘|사|산공|산과|산구|산답|산대|산도|산묘|산사|산수|산임|산전|산제|산종|산차|산천|산철|산학|수|원|유|임|잡|장|전|제|종|주|차|창|천|철|체|학|전체면적|비율_건축면적|비율_지상연면적|건축년한_비율|높이_비율|지상층수_비율|건축년한|높이|지상층수|강파이프구조|경량철골구조|공업화박판강구조(PEB)|기타강구조|기타구조|기타조적구조|기타철골철근콘크리트구조|기타콘크리트구조|벽돌구조|블록구조|석구조|스틸하우스조|시멘트블럭조|일반목구조|일반철골구조|조립식판넬조|조적구조|철골철근콘크리트구조|철골철근콘크리트합성구조|철골콘크리트구조|철근콘크리트구조|통나무구조|프리케스트콘크리트구조|공공용시설|공동주택|공장|관광휴게시설|교육연구및복지시설|교육연구시설|교정및군사시설|근린생활시설|노유자시설|단독주택|동.식물관련시설|묘지관련시설|문화및집회시설|발전시설|방송통신시설|분뇨.쓰레기처리시설|수련시설|숙박시설|업무시설|운동시설|운수시설|위락시설|위험물저장및처리시설|의료시설|자동차관련시설|자원순환관련시설|장례시설|제1종근린생활시설|제2종근린생활시설|종교시설|창고시설|판매및영업시설|판매시설|(철근)콘크리트|기와|기타지붕|슬레이트
V02Q1940121|0.26412698412698254|1.0092558044386297|0.04334842403994421|0.0|0.0|0.0|0.5622434927851842|0.2852352243534354|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0016622339982925842|0.0|0.003674890937281251|0.0|0.0|0.0|0.0|0.0|0.0|0.10383573388586233|125459.77509444705|39015.293834445656|120225.39348831278|2905713.292819128|1284364.1991957393|550661.5996526319|24.168881535842882|10.682969395484603|4.58024368792074|0.0|1057.49|0.0|0.0|0.0|0.0|0.0|0.0|13235.044087382355|0.0|0.0|0.0|0.0|321.9882422441539|0.0|0.0|0.0|0.0|0.0|0.0|105610.87115868626|0.0|0.0|0.0|28609.666150753263|0.0|0.0|0.0|11589.408330216978|0.0|0.0|1300.8176189414223|21466.93158773442|0.0|0.0|446.34|0.0|0.0|0.0|0.0|0.0|6692.209999999999|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|19905.71747570861|29032.832324958083|873.55|307.9200000000001|0.0|0.0|36855.35180669402|336.58068016757204|1622.2415251233974|20.589822460662113
V02Q1940122|0.759960317460316|1.023294958283087|0.0|0.0|0.0|0.0|0.7389961741211556|0.2287337245261518|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.03227010135269267|0.0|0.0|0.0|0.0|0.0|0.0|0.0|125461.22327290605|22518.116428195186|64635.52774644019|1398328.0914979842|2315253.48341287|766224.26394583|21.63404771727879|35.820137378554676|11.854537135546634|0.0|479.00786803326855|0.0|0.0|110.47000000000003|0.0|0.0|0.0|6775.921844782889|24.499999999999996|0.0|0.0|0.0|0.0|290.30000000000007|0.0|0.0|0.0|0.0|0.0|56955.328033624035|0.0|0.0|0.0|35711.88350309061|0.0|0.0|0.0|0.0|0.0|0.0|0.0|13662.837384491047|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|121.12|87.24999999999999|0.0|0.0|5826.156391696491|2873.0600000000004|6353.220467162044|0.0|0.0|0.0|21438.19096836816|24.519999999999996|1055.4054598270282|0.0
V02Q1940123|0.21948412698412526|1.0067956244379126|0.15283345899845238|0.0|0.0|0.0019642579321846503|0.5452209785760834|0.24191960047068062|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.01762654979483866|0.001253696981459843|0.0|0.022622734474888894|0.0|0.016558722771411506|0.0|0.0|0.0|0.0|0.0|0.0|0.0|125410.2086180483|18745.876692994567|132329.43811180332|3094714.4418407227|3075790.2368727317|1452085.509988008|23.386439827742947|23.243431550537068|10.973261359737362|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|8.162272588041986|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|27428.402279100294|0.0|0.0|104892.87356011498|0.0|0.0|0.0|66595.21581710807|0.0|0.0|0.0|21404.216120312205|0.0|0.0|964.3730784984413|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|8462.80390681807|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|10244.745421766525|14446.440114611554|7308.1979195702315|0.0|0.0|2903.4457331182166|16870.526692994565|0.0|1875.3500000000004|0.0
V02Q1940124|0.10757936507936335|1.0044535970253679|0.012986913871593803|0.0|0.012328149748682512|0.0|0.5896556457475236|0.15840793036759626|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0036451743390757737|0.0|0.0|0.0|0.0|0.0|0.0|0.2229761859255281|122788.45080086359|35358.04068280518|155350.20921056197|2637913.1551743182|3979761.5445322064|1317122.8027208834|16.980428726677065|25.61799925958278|8.478410228180978|0.0|65.02722141411174|0.0|0.0|0.0|0.0|0.0|0.0|4803.578426740252|56.0|0.0|0.0|0.0|329.8094910123324|378.09999999999997|0.0|0.0|0.0|0.0|0.0|149717.69407139526|0.0|0.0|0.0|121690.03136033984|0.0|0.0|0.0|8111.1791029016895|0.0|0.0|90.27|11573.593268928056|0.0|0.0|0.0|0.0|0.0|0.0|1572.95|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2631.9409683791137|9302.144510013268|378.09999999999997|0.0|0.0|0.0|32944.02736537032|775.5494910123324|1638.4638264225302|0.0
V02Q1940125|0.8182936507936496|1.0253304040993845|0.0|0.0|0.01611279993763558|0.00337168748295167|0.5493643811341907|0.28913538465696037|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.011528687506305934|0.0|0.0|0.0|0.010524886579679203|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.001048617234189278|0.04963510092177075|0.0|0.012824445255043242|0.0|0.0|0.0|0.0|0.0|0.0|5.522993360935633e-05|0.0|0.05639877935766397|125461.13219480055|34402.74473608711|132576.15276944026|2906800.2041717847|2830216.6238511084|961908.5471899834|21.925513325363465|21.347856041448605|7.255517128052536|0.0|1154.56|17.385551580758186|0.0|0.0|169.65|0.0|0.0|5308.901277610415|2711.6314908402323|0.0|0.0|0.0|2080.048757697626|1279.4315921264056|0.0|0.0|343.71888144775266|0.0|85.0869379573799|119425.73828017969|0.0|0.0|0.0|19689.195041828996|0.0|0.0|0.0|4029.6395110591848|19.782346859770225|0.0|0.0|7997.974609073826|0.7378062789411585|0.0|0.0|0.0|0.0|0.0|0.0|1779.4299999999998|52317.97907158547|0.0|1237.0909423489377|0.0|0.0|0.0|0.0|0.0|2228.24|10652.069745658897|23742.91369474624|0.0|42.48|0.0|8838.62|27345.976778475815|3610.1007885692616|2573.7968648355622|872.8703042064714
V02Q1940126|0.35519841269841074|1.0110664946768342|0.039946427322441504|0.0|0.0|0.0013844543976489663|0.5492784305068698|0.13556521656047998|0.004846407432515577|0.0|0.08479190819573716|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.14053504777310555|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.017604700307842776|1.829652033247368e-05|0.0|0.0013397876333590144|0.0|0.018367706416770904|0.0|0.006321616932896373|0.0|0.0|0.0|0.0|0.0|125461.97569567717|27201.081282988467|137630.8362385149|2925432.4714325857|2400415.020238425|1471147.9298837045|21.255647000231818|17.440968069673676|10.689086618163085|0.0|288.29999999999995|0.0|0.0|0.0|0.0|0.0|0.0|4769.652594729608|0.0|0.0|0.0|0.0|161.98999999999998|198.47632291302716|0.0|0.0|0.0|0.0|0.0|115442.26557116213|0.0|16770.151749710116|0.0|107330.91286563287|0.0|0.0|0.0|6662.460155110891|0.0|0.0|1156.0218235866987|6913.961741727774|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2459.0877587502|0.0|0.0|0.0|0.0|0.0|0.6695702038101259|0.0|0.0|3451.3023235026426|7351.960000000001|2304.459999999999|0.0|0.0|0.0|26024.79496007544|54.3|1121.9863229130272|0.0
V02Q1940127|0.5319841269841256|1.0168832328624944|0.0|0.0|0.0|0.0|0.449847355666534|0.4228140225428325|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.004038045350242387|0.0|0.0|0.02433027806775247|0.0|0.0|0.001586980124349969|0.0|0.09738331824828869|0.0|0.0|0.0|125460.74895916632|26369.319282796572|133783.35191147425|2687534.2825032063|3230995.5054561486|1019948.9390393266|20.088704940518863|24.15095345790207|7.623885367397857|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2359.358161246694|358.84000000000003|0.0|0.0|0.0|310.63|12087.38|0.0|0.0|0.0|0.0|0.0|118667.14375022757|0.0|0.0|0.0|5130.108721868557|0.0|0.0|0.0|11139.071525947576|0.0|0.0|0.0|1570.1923202372518|0.0|0.0|12690.671094267107|0.0|0.0|0.0|0.0|611.9199999999998|54661.12|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|23242.204000923626|24738.06424823013|0.0|0.0|0.0|0.0|23791.67889924563|674.1400000000001|1541.1103835509425|362.39
V02Q1940128|-1.916230158730161|0.9373502668323157|0.023701363504102596|0.0|0.007314232521942167|0.0021410347943291177|0.38501783182819665|0.07603506225852322|0.0|0.0|0.0|0.0|0.0025579231338072167|0.0|0.0|0.0|0.0|0.0|0.0|0.41494806607420814|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.06629332898179778|0.0028934240233940895|0.0|0.005762569914102931|0.0|0.00643293013975298|0.0|0.0|0.0|0.0028739997747359008|0.004028233051107072|0.0|0.0|129960.81579666132|5003.339207557293|14734.267815175557|364317.840880834|270512.3593190914|91259.34399356866|24.72588699016349|18.35940290432873|6.1936802790822165|0.0|20.939470439958864|0.0|0.0|0.0|0.0|0.0|0.0|4582.976790091664|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|10130.351554643934|0.0|0.0|0.0|9702.858296614813|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3517.949923771281|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|154.15959478946257|1132.5000000000002|226.80000000000007|0.0|0.0|0.0|3980.2301162469334|833.3496208704004|189.75947043995887|0.0
V02Q1940129|0.11948412698412529|1.002773014738551|0.02689851522206326|0.0|0.0|0.0|0.10261729858700733|0.10765008148913505|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0022892078810758613|0.0|0.0|0.0|0.31501564448905656|0.0|2.5853546048267026e-05|0.130476028934563|0.0|0.02527158565195885|0.0|0.0|0.28974451970172854|1.1264497363266068e-05|0.0|0.0|125461.93832894872|4349.578120652236|21698.772129899662|657753.9398741084|232975.02579525096|291633.73400054494|30.312956693423278|10.736783832769262|13.440103073790539|0.0|3.5634756653131228|0.0|0.0|0.0|0.0|0.0|146.40000000000003|15.608292158593853|0.0|0.0|0.0|0.0|0.0|1623.2980669796575|0.0|0.0|0.0|0.0|0.0|19909.902295096097|0.0|0.0|0.0|17407.281539617674|0.0|0.0|0.0|15.608292158593853|0.0|0.0|53.975644060061434|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2198.171545389452|0.0|0.0|0.0|1006.8721061065478|0.0|0.0|0.0|0.0|350.16601112040735|539.9037117182696|14.18506841365473|0.0|0.0|112.60821131499938|3146.6980826024983|0.0|1199.3165623844247|3.5634756653131228
V02Q1940130|-0.005515873015874554|1.0002425404590898|0.0191547505631262|0.0|0.015867528953511907|0.0|0.635563976445663|0.1382016222140815|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.013721944669395717|0.0|0.0|0.0|0.0|0.17749017715422158|125461.9313423427|36389.70431349024|180789.80289512457|4819569.059204195|6228152.581032814|2222777.750174993|26.658412045506832|34.44968953611693|12.294818151134429|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|176.85694315578993|0.0|0.0|0.0|0.0|0.0|835.4999999999999|0.0|0.0|1502.8000000000002|0.0|0.0|178274.64595196876|0.0|0.0|0.0|125197.74984235632|3.049239873891058|0.0|0.0|18877.670783049787|0.0|0.0|138.28770328189887|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|10311.240000000002|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|7639.7744449118345|14154.602191407497|0.0|3089.843449556334|0.0|1377.5852406870042|31091.685456418203|84.0444449118346|1203.7217502495234|4010.2526619106766
V02Q1940131|0.2599603174603158|1.008261140739254|0.0|0.0|0.0|0.0|0.6339342564515992|0.20845198467845882|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.004659274605505014|0.0|0.0|0.0|0.1059073685824719|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0008757858445664956|0.0|0.0|0.0|0.0|0.0461713298373985|125461.91821401607|21604.957913335475|102015.3135111301|2581524.3685491304|1541506.602908897|524369.8345776878|25.30526329527459|15.110541249679297|5.140109033929282|0.0|100.35691934890212|0.0|0.0|0.0|173.92|0.0|0.0|13770.694340189895|1646.6995441260747|867.0220474010756|0.0|0.0|3648.369717151866|647.6696293989398|0.0|0.0|0.0|0.0|1018.5893956850276|80141.99191782832|0.0|0.0|0.0|25375.239206630456|0.0|0.0|88.94692358116089|5836.913444879869|0.0|0.0|585.5693956850278|31596.564847059777|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1702.7300000000005|8257.631585208894|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|7533.594040263799|18648.7416244269|2389.3824433942173|0.0|0.0|0.0|20543.413538741293|150.47093108974235|468.85776224610163|438.4729754405585
V02Q1940133|0.17007936507936336|1.005926485141823|0.0|0.0|0.0|0.0|0.5903446075646085|0.25719260806301086|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.13007376865802892|0.0|0.0|0.008299728018414233|0.0|0.014089287695937536|0.0|0.0|0.0|0.0|0.0|125461.82913462906|46626.805736325216|236022.25828143887|4591956.432291862|8165024.5054472005|2402632.6643082313|19.45560755891208|34.59429871106063|10.179686788028576|0.0|434.7059038320482|0.0|0.0|0.0|0.0|0.0|0.0|6145.693671033894|1109.164925926425|0.0|0.0|0.0|406.28|3429.1220595970344|0.0|0.0|19602.708379540112|0.0|0.0|204894.58334150934|0.0|0.0|0.0|53278.19440385085|43835.94761048957|0.0|0.0|0.0|0.0|705.6742374646324|1082.327446042982|11546.080238985278|0.0|0.0|0.0|0.0|3408.3081355900017|0.0|0.0|348.9057601235169|60541.617118081995|0.0|0.0|0.0|0.0|0.0|1586.2795033493207|0.0|0.0|24773.510687424026|31728.63467995692|2296.88|889.8984600797621|0.0|0.0|42379.60507323205|1444.0502974129981|2394.610365680169|408.54
V02Q1940134|0.4236507936507921|1.0127214347202884|0.0018507376867705893|0.0|0.0|0.0|0.7809979564422223|0.20357795547853622|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.001960039111297481|0.0|0.00875409690425379|0.0|0.0028592143769196397|0.0|0.0|0.0|0.0|0.0|125461.34135982672|49478.922597797464|133891.4805689728|2927399.57877557|1364139.136147956|502082.0528572736|21.863971974434552|10.188393842170068|3.7499178493185106|0.0|135.8|0.0|0.0|0.0|86.27999999999999|0.0|0.0|32998.31627131807|75.69999999999999|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1809.704394349799|0.0|0.0|98785.67990330493|0.0|0.0|0.0|38039.56235301009|0.0|0.0|0.0|961.47|0.0|213.26000000000005|0.0|67222.18954560235|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1322.38|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6313.748615452593|17667.81005490778|2151.0600000000004|0.0|0.0|0.0|46731.11619071013|1286.7001378573325|1432.0862692300068|29.019999999999992
V02Q1940135|-1.439444444444446|0.9516670130419281|0.0|0.0|0.01496492615467772|0.049288227644795124|0.10332781682227957|0.03746480074061368|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.30190195905992456|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.08349723179620035|0.09437350223301758|0.0|0.10837137929363164|0.0|0.0|0.0|0.20681015625485988|0.0|0.0|0.0|0.0|0.0|125461.30529746038|6148.405129094183|7769.64012942263|105235.98014552519|87258.78298801924|19369.594444425362|13.544511507941023|11.230736756723317|2.4929847614273917|0.0|318.5|0.0|0.0|0.0|0.0|0.0|0.0|268.55999999999995|0.0|0.0|0.0|0.0|138.60000000000005|197.46|0.0|0.0|0.0|0.0|0.0|6846.52012942263|0.0|0.0|0.0|650.9500000000004|0.0|0.0|0.0|0.0|0.0|0.0|973.0235722876976|1462.476580632488|0.0|0.0|0.0|0.0|0.0|112.19381362479045|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2918.976162877653|0.0|0.0|158.10000000000002|1493.9200000000003|0.0|0.0|0.0|0.0|5319.055129094183|331.24000000000007|360.46|137.65
V02Q1940136|0.776031746031744|1.024559926906771|0.0|0.0|0.0|0.0|0.6970300464568633|0.28513009386975263|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.002198359315522555|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0030719220305712876|0.012569578327290309|0.0|0.0|0.0|0.0|0.0|125666.95718836092|58780.057528805926|146373.99881210548|4646927.338783967|1421233.8425904466|581443.9584393383|31.746945335209734|9.709605900805022|3.9723172363809978|0.0|231.29665057635458|0.0|0.0|0.0|442.34751612219924|0.0|0.0|20317.669493776324|7579.062142526849|0.0|0.0|0.0|0.0|3704.37|0.0|0.0|1204.9303360086947|0.0|0.0|112793.36267309505|0.0|0.0|0.0|45099.22336363143|285.55|0.0|0.0|0.0|0.0|0.0|1146.9768978997588|30710.605429622476|0.0|0.0|0.0|0.0|0.0|25.62000000000001|0.0|429.232892768233|7091.954637500433|0.0|0.0|0.0|292.1334569447594|5050.143478922674|128.76787364931116|0.0|0.0|43175.9207811664|12073.310000000001|0.0|864.56|0.0|0.0|45336.06349721925|6864.297726553676|3127.2437785610705|3452.4525264719314
V02Q1940137|-0.12515873015873194|0.9958351087326908|0.0|0.0|0.0|0.0|0.3774519105044538|0.22381425851436812|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.023959260294598838|0.03891906787947712|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0029749433791493867|0.0|0.0|0.0|0.0|0.038384047402012386|0.009489399457580412|0.0|0.0|0.0|0.0|0.0|0.28500711256836|125462.16010180392|33554.76965788158|116018.52478809509|3138802.8391754604|2384143.57182548|648512.9241571004|27.054324685720704|20.549680115137285|5.589735995536858|0.0|0.5954080369399832|0.0|0.0|0.0|0.0|0.0|0.0|10361.938274999286|0.0|0.0|0.0|0.0|36.91529829027896|930.9300000000002|0.0|0.0|992.0331466671837|0.0|9032.799999999997|94663.31266010141|0.0|0.0|0.0|29531.32452327687|0.0|0.0|0.0|23157.762484938892|0.0|0.0|132.0|13297.60403133827|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|10262.245906751219|0.0|0.0|0.0|439.3|0.0|0.0|0.0|0.0|17069.56944188275|13095.918399907086|9032.799999999997|0.0|0.0|0.0|28689.157424336678|760.5060883261833|4083.699167998924|21.40697721979591
V02Q1940138|0.34269841269841095|1.0109642406262982|0.05560803112337515|0.0|0.022289109088794955|0.0|0.6569034176511064|0.2548481643044628|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.003023308865248503|0.0|2.2266052739755337e-06|0.0|0.0|0.007325742361738149|0.0|0.0|125481.73183818598|30727.2051614772|140128.61544999745|3097254.5978331054|4653713.495243474|1330768.3705002395|22.10294155756009|33.21030098170115|9.496763856737754|0.0|0.5744751946316091|0.0|0.0|0.0|84.87999999999998|0.0|0.0|3925.8500000000004|0.0|0.0|0.0|0.0|79.11020220957641|8742.030000000002|0.0|0.0|14817.2|0.0|0.0|112478.97077259322|0.0|0.0|0.0|5679.150000000001|0.0|0.0|0.0|7534.613297520653|0.0|0.0|0.0|4804.347261023061|0.0|0.0|13129.280000000002|0.0|3187.26|0.0|0.0|21023.79271619751|40890.64685061044|0.0|0.0|49.36020220957641|0.0|0.0|1258.6900000000003|0.0|0.0|6092.611043991715|34097.42173554949|2381.44234289499|0.0|0.0|0.0|27689.46048407299|289.8502022095764|2431.3544751946324|316.54
V02Q1940139|-1.1442063492063512|0.9622558778903625|0.22327127166498087|0.0|0.0|0.005061175675426554|0.34708281807192165|0.08681868089294824|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.06959671200276005|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.003849201443208158|0.0|0.017598731111971636|0.0|0.0|0.0|0.0|0.0|8.752095787149153e-06|0.0|0.0|0.24671265704099565|108096.95910921159|24824.47048039796|131398.23522023382|1604609.54786304|4502117.2705523055|1486219.2539456738|12.211804406456354|34.263148686939374|11.310800723119705|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1113.12|0.0|0.0|130285.11522023383|0.0|0.0|0.0|106423.47522023383|0.0|0.0|0.0|24974.76|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|24824.47048039796|0.0|0.0|0.0
V02Q1940140|-0.013253968253969798|1.0000807810673547|0.04849197951719304|0.0|0.022066357349141728|0.012851858392111887|0.6876669384116191|0.17170981548218023|0.0|0.0|0.02090916778723671|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.01127812436696454|0.0|0.011066104322209934|0.0|0.013959654371342878|0.0|0.0|0.0|0.0|0.0|0.0|0.0|125519.37185394854|42716.69763934627|106386.49965131088|3048510.91973963|880983.2958762827|374460.4406574148|28.655054257178644|8.280968908308541|3.5198116479509602|0.0|162.61951179814662|0.0|0.0|9.00988744959724|0.0|0.0|0.0|49144.07173059382|194.44|0.0|0.0|0.0|78.68|874.930876461775|0.0|0.0|89.0301926100735|0.0|0.0|55833.71745239746|0.0|0.0|0.0|23394.622614006214|0.0|0.0|0.0|2474.2094598176654|0.0|0.0|2737.0323643752504|49552.43724769429|0.0|0.0|98.04008005967074|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.3902050893928386|0.0|0.0|20190.204897686483|5854.468144883869|992.5246376980431|0.0|0.0|1091.5699999999997|37558.371930309484|2539.2491928518875|2417.0948413229266|201.98167486196616
V02Q1940141|-0.34301587301587444|0.9885906767046726|0.014646357241856842|0.0|0.0|0.0|0.5733814670256251|0.12194411977600289|0.0|0.0|0.0|0.0|0.0|0.0|0.0|9.429250371894333e-05|0.0|0.0|0.0|0.28920420102756866|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0007295624252275772|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|125462.05345243883|37177.56751571976|164701.11443578792|4076665.6061432683|1760924.2164644164|1094401.5754825575|24.751900557009524|10.691635102147098|6.644773347354806|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1539.6399999999999|0.0|0.0|0.0|0.0|0.0|902.3289502388842|0.0|0.0|0.0|0.0|0.0|162259.14548554903|0.0|0.0|0.0|113166.48270170095|0.0|0.0|0.0|28545.334847606413|0.0|0.0|0.0|7532.499918321457|0.0|0.0|334.7485618742411|0.0|0.0|0.0|0.0|0.0|3284.134521771095|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|392.12512798134776|11068.004358467924|0.0|0.0|0.0|377.78439806448745|32436.955233719364|84.67724883725293|4655.935033163145|0.0
V02Q1940142|0.46829365079364893|1.0150665566673898|0.00012920712592761298|0.0|0.0|0.0|0.7250346359219825|0.27483615695209007|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|125461.9809972833|40108.53961181186|193952.3350194308|4624158.068966635|5727161.377191235|2122165.465438358|23.841724145797837|29.52870547610303|10.941685570456022|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|7612.83364734743|44.10488601262257|0.0|0.0|0.0|0.8179189855383594|1864.5799999999995|0.0|0.0|0.0|0.0|1175.07|183254.9285670852|0.0|0.0|0.0|84975.83037172994|0.0|0.0|0.0|904.18|0.0|1722.0600000000004|159.057610900366|11075.08156491506|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1369.57|18456.69|0.0|0.0|0.0|0.0|1818.7499999999995|29.830000000000005|0.0|0.0|42001.14252100187|20815.800447789472|2596.8225030940876|0.0|0.0|8027.520000000002|34699.16397189608|71.10628867824308|4766.214465224918|572.0548860126225
